تاریخ,درجہ_حرارت_زیادہ,درجہ_حرارت_کم,بارش
۲۰۰۶-۰۱-۰۱,۱۵.۷,۸.۴,
۲۰۰۶-۰۱-۰۲,۱۲.۸,۶.۸,۲.۲
۲۰۰۶-۰۱-۰۳,۱۶.۲,۳.۱,۰.۰
۲۰۰۶-۰۱-۰۴,۱۶.۸,۲.۷,۰.۰
۲۰۰۶-۰۱-۰۵,۱۷.۰,۱.۸,۰.۰
۲۰۰۶-۰۱-۰۶,۱۸.۸,۰.۷,۰.۰
۲۰۰۶-۰۱-۰۷,۱۸.۶,-۱.۰,۰.۰
۲۰۰۶-۰۱-۰۸,۱۹.۶,-۰.۹,۰.۰
۲۰۰۶-۰۱-۰۹,۲۱.۰,-۰.۳,۰.۰
۲۰۰۶-۰۱-۱۰,۲۰.۵,۳.۸,۰.۰
۲۰۰۶-۰۱-۱۱,۲۳.۰,۳.۴,۰.۰
۲۰۰۶-۰۱-۱۲,۲۲.۵,۳.۷,۰.۰
۲۰۰۶-۰۱-۱۳,۲۵.۰,۴.۳,۰.۰
۲۰۰۶-۰۱-۱۴,۲۴.۸,۵.۶,۰.۰
۲۰۰۶-۰۱-۱۵,۲۱.۲,۵.۶,۰.۰
۲۰۰۶-۰۱-۱۶,۱۷.۸,۹.۸,۰.۰
۲۰۰۶-۰۱-۱۷,۱۸.۸,۱۰.۲,۰.۰
۲۰۰۶-۰۱-۱۸,۱۹.۰,۹.۱,۰.۰
۲۰۰۶-۰۱-۱۹,۱۳.۰,۴.۵,۰.۰
۲۰۰۶-۰۱-۲۰,۲۱.۰,۴.۵,۰.۰
۲۰۰۶-۰۱-۲۱,۲۰.۵,۲.۸,۰.۰
۲۰۰۶-۰۱-۲۲,۲۰.۳,۴.۸,۰.۰
۲۰۰۶-۰۱-۲۳,۲۱.۸,۵.۰,۰.۰
۲۰۰۶-۰۱-۲۴,۲۰.۸,۳.۸,۰.۰
۲۰۰۶-۰۱-۲۵,۲۱.۶,۴.۲,۰.۰
۲۰۰۶-۰۱-۲۶,۲۲.۶,۴.۶,۰.۰
۲۰۰۶-۰۱-۲۷,۲۳.۲,۵.۱,۰.۰
۲۰۰۶-۰۱-۲۸,۲۰.۰,۶.۱,۰.۰
۲۰۰۶-۰۱-۲۹,۲۱.۵,۸.۵,۰.۰
۲۰۰۶-۰۱-۳۰,۲۰.۷,۶.۷,۰.۰
۲۰۰۶-۰۱-۳۱,۲۴.۸,۶.۶,۰.۰
۲۰۰۶-۰۲-۰۱,۲۵.۰,۸.۹,۰.۰
۲۰۰۶-۰۲-۰۲,۲۳.۷,۸.۷,۰.۰
۲۰۰۶-۰۲-۰۳,۲۷.۳,۷.۸,۰.۰
۲۰۰۶-۰۲-۰۴,۲۹.۰,۷.۹,۰.۰
۲۰۰۶-۰۲-۰۵,۳۰.۵,۸.۰,۰.۰
۲۰۰۶-۰۲-۰۶,۲۵.۷,۸.۴,۰.۰
۲۰۰۶-۰۲-۰۷,۲۲.۷,۹.۹,۰.۰
۲۰۰۶-۰۲-۰۸,۲۴.۰,۹.۵,۰.۰
۲۰۰۶-۰۲-۰۹,۲۵.۲,۱۰.۵,۰.۰
۲۰۰۶-۰۲-۱۰,۲۷.۵,۱۰.۶,۰.۰
۲۰۰۶-۰۲-۱۱,۲۷.۸,۱۰.۶,۰.۰
۲۰۰۶-۰۲-۱۲,۲۶.۸,۱۱.۴,۰.۰
۲۰۰۶-۰۲-۱۳,۲۶.۷,۱۲.۶,۰.۰
۲۰۰۶-۰۲-۱۴,۲۴.۶,۱۳.۱,۰.۰
۲۰۰۶-۰۲-۱۵,۲۸.۵,۱۳.۹,۰.۰
۲۰۰۶-۰۲-۱۶,۲۵.۶,۱۲.۶,۰.۰
۲۰۰۶-۰۲-۱۷,۲۶.۷,۱۲.۸,۰.۰
۲۰۰۶-۰۲-۱۸,۲۵.۵,۱۳.۴,۰.۰
۲۰۰۶-۰۲-۱۹,۲۶.۴,۱۴.۹,۰.۰
۲۰۰۶-۰۲-۲۰,۲۸.۰,۱۵.۰,۰.۰
۲۰۰۶-۰۲-۲۱,۲۸.۴,۱۳.۰,۰.۰
۲۰۰۶-۰۲-۲۲,۲۹.۰,۱۳.۳,۰.۰
۲۰۰۶-۰۲-۲۳,۱۹.۲,۱۰.۸,۵.۸
۲۰۰۶-۰۲-۲۴,۲۶.۶,۱۱.۵,۰.۰
۲۰۰۶-۰۲-۲۵,۲۸.۱,۱۳.۱,۰.۰
۲۰۰۶-۰۲-۲۶,۲۶.۸,۱۳.۳,۴.۰
۲۰۰۶-۰۲-۲۷,۲۲.۵,۹.۹,۰.۰
۲۰۰۶-۰۲-۲۸,۲۴.۶,۱۰.۶,۰.۰
۲۰۰۶-۰۳-۰۱,۲۸.۳,۱۰.۱,۰.۰
۲۰۰۶-۰۳-۰۲,۲۸.۴,۱۱.۳,۰.۰
۲۰۰۶-۰۳-۰۳,۲۸.۰,۱۱.۵,۰.۰
۲۰۰۶-۰۳-۰۴,۲۸.۷,۱۲.۵,۰.۰
۲۰۰۶-۰۳-۰۵,۲۷.۸,۱۲.۵,۰.۰
۲۰۰۶-۰۳-۰۶,۲۶.۷,۱۳.۳,۰.۰
۲۰۰۶-۰۳-۰۷,۲۸.۵,۱۳.۶,۰.۰
۲۰۰۶-۰۳-۰۸,۲۷.۵,۱۳.۸,۰.۰
۲۰۰۶-۰۳-۰۹,۲۷.۹,۱۳.۷,۰.۰
۲۰۰۶-۰۳-۱۰,۲۷.۲,۱۴.۰,۰.۰
۲۰۰۶-۰۳-۱۱,۲۸.۸,۱۴.۸,۰.۰
۲۰۰۶-۰۳-۱۲,۲۵.۹,۱۵.۹,۰.۰
۲۰۰۶-۰۳-۱۳,۲۶.۵,۱۶.۴,۰.۵
۲۰۰۶-۰۳-۱۴,۲۵.۰,۱۴.۸,۲.۰
۲۰۰۶-۰۳-۱۵,۲۴.۹,۱۲.۳,۰.۰
۲۰۰۶-۰۳-۱۶,۲۲.۴,۱۰.۹,۰.۰
۲۰۰۶-۰۳-۱۷,۲۵.۸,۱۱.۴,۰.۰
۲۰۰۶-۰۳-۱۸,۲۶.۵,۱۲.۲,۰.۰
۲۰۰۶-۰۳-۱۹,۲۸.۵,۱۳.۹,۰.۰
۲۰۰۶-۰۳-۲۰,۲۷.۵,۱۵.۷,۳.۳
۲۰۰۶-۰۳-۲۱,۲۲.۹,۱۲.۶,۱.۵
۲۰۰۶-۰۳-۲۲,۲۶.۸,۱۳.۲,۰.۰
۲۰۰۶-۰۳-۲۳,۲۹.۸,۱۴.۸,۰.۰
۲۰۰۶-۰۳-۲۴,۲۹.۸,۱۶.۱,۰.۶
۲۰۰۶-۰۳-۲۵,۲۱.۳,۱۱.۸,۰.۰
۲۰۰۶-۰۳-۲۶,۲۷.۴,۱۲.۸,۸.۵
۲۰۰۶-۰۳-۲۷,۲۵.۰,۱۴.۰,۰.۰
۲۰۰۶-۰۳-۲۸,۲۳.۰,۱۰.۱,۶.۰
۲۰۰۶-۰۳-۲۹,۲۸.۰,۱۲.۳,۰.۰
۲۰۰۶-۰۳-۳۰,۳۰.۶,۱۴.۹,۰.۰
۲۰۰۶-۰۳-۳۱,۳۲.۲,۱۶.۶,۰.۰
۲۰۰۶-۰۴-۰۱,۳۳.۵,۱۷.۲,۰.۰
۲۰۰۶-۰۴-۰۲,۳۲.۵,۱۷.۳,۰.۰
۲۰۰۶-۰۴-۰۳,۳۳.۴,۱۸.۰,۰.۰
۲۰۰۶-۰۴-۰۴,۳۴.۰,۱۹.۰,۰.۰
۲۰۰۶-۰۴-۰۵,۳۴.۷,۱۹.۰,۰.۰
۲۰۰۶-۰۴-۰۶,۳۶.۵,۱۹.۸,۰.۰
۲۰۰۶-۰۴-۰۷,۳۶.۸,۱۸.۹,۰.۰
۲۰۰۶-۰۴-۰۸,۳۷.۹,۱۷.۶,۰.۰
۲۰۰۶-۰۴-۰۹,۳۶.۴,۲۱.۸,۰.۰
۲۰۰۶-۰۴-۱۰,۳۲.۲,۱۷.۳,۰.۰
۲۰۰۶-۰۴-۱۱,۳۱.۵,۱۳.۳,۰.۰
۲۰۰۶-۰۴-۱۲,۲۹.۰,۱۱.۸,۰.۰
۲۰۰۶-۰۴-۱۳,۳۱.۲,۱۳.۴,۰.۰
۲۰۰۶-۰۴-۱۴,۳۲.۷,۱۶.۰,۰.۰
۲۰۰۶-۰۴-۱۵,۳۴.۰,۱۷.۶,۰.۰
۲۰۰۶-۰۴-۱۶,۳۳.۵,۱۸.۸,۰.۰
۲۰۰۶-۰۴-۱۷,۳۵.۰,۱۸.۰,۰.۰
۲۰۰۶-۰۴-۱۸,۳۳.۵,۱۸.۳,۰.۰
۲۰۰۶-۰۴-۱۹,۳۵.۲,۱۹.۵,۰.۰
۲۰۰۶-۰۴-۲۰,۳۵.۰,۱۹.۵,۰.۰
۲۰۰۶-۰۴-۲۱,۳۶.۳,۲۰.۷,۰.۰
۲۰۰۶-۰۴-۲۲,۳۶.۵,۲۱.۳,۰.۰
۲۰۰۶-۰۴-۲۳,۳۸.۵,۲۴.۴,۰.۰
۲۰۰۶-۰۴-۲۴,۳۷.۸,۲۳.۲,۰.۰
۲۰۰۶-۰۴-۲۵,۳۹.۳,۲۳.۳,۰.۰
۲۰۰۶-۰۴-۲۶,۴۱.۰,۲۵.۶,۰.۰
۲۰۰۶-۰۴-۲۷,۴۲.۵,۲۴.۴,۰.۰
۲۰۰۶-۰۴-۲۸,۴۲.۵,۲۵.۲,۰.۰
۲۰۰۶-۰۴-۲۹,۴۱.۷,۲۶.۸,۰.۰
۲۰۰۶-۰۴-۳۰,۳۹.۶,۲۴.۶,۰.۰
۲۰۰۶-۰۵-۰۱,۳۸.۰,۲۴.۷,۰.۰
۲۰۰۶-۰۵-۰۲,۳۹.۵,۲۶.۵,۰.۰
۲۰۰۶-۰۵-۰۳,۳۹.۲,۲۴.۰,۰.۰
۲۰۰۶-۰۵-۰۴,۴۰.۳,۲۵.۶,۰.۰
۲۰۰۶-۰۵-۰۵,۴۲.۰,۲۵.۵,۰.۰
۲۰۰۶-۰۵-۰۶,۴۳.۶,۲۵.۷,۰.۰
۲۰۰۶-۰۵-۰۷,۴۳.۵,۲۷.۵,۰.۰
۲۰۰۶-۰۵-۰۸,۴۱.۳,۲۷.۹,۰.۰
۲۰۰۶-۰۵-۰۹,۴۳.۰,۲۵.۸,۳.۴
۲۰۰۶-۰۵-۱۰,۳۸.۵,۲۶.۵,۰.۰
۲۰۰۶-۰۵-۱۱,۴۱.۸,۲۶.۶,۰.۰
۲۰۰۶-۰۵-۱۲,۴۲.۶,۲۹.۰,۰.۰
۲۰۰۶-۰۵-۱۳,۴۳.۶,۲۷.۷,۰.۰
۲۰۰۶-۰۵-۱۴,۴۴.۶,۲۹.۵,۰.۰
۲۰۰۶-۰۵-۱۵,۴۲.۸,۲۹.۸,۰.۰
۲۰۰۶-۰۵-۱۶,۴۱.۸,۳۰.۹,۰.۰
۲۰۰۶-۰۵-۱۷,۴۲.۰,۲۴.۸,۰.۰
۲۰۰۶-۰۵-۱۸,۳۵.۰,۲۶.۸,۰.۰
۲۰۰۶-۰۵-۱۹,۳۹.۳,۲۸.۱,۰.۰
۲۰۰۶-۰۵-۲۰,۳۸.۲,۲۴.۸,۰.۰
۲۰۰۶-۰۵-۲۱,۳۸.۳,۲۷.۳,۰.۰
۲۰۰۶-۰۵-۲۲,۳۸.۵,۲۹.۴,۰.۰
۲۰۰۶-۰۵-۲۳,۳۸.۵,۲۴.۸,۰.۰
۲۰۰۶-۰۵-۲۴,۳۶.۷,۲۶.۹,۰.۰
۲۰۰۶-۰۵-۲۵,۴۰.۳,۲۶.۸,۰.۰
۲۰۰۶-۰۵-۲۶,۴۱.۳,۲۷.۵,۰.۰
۲۰۰۶-۰۵-۲۷,۴۲.۵,۳۰.۶,۰.۰
۲۰۰۶-۰۵-۲۸,۴۴.۲,۲۹.۶,۰.۰
۲۰۰۶-۰۵-۲۹,۴۱.۴,۲۹.۰,۰.۰
۲۰۰۶-۰۵-۳۰,۳۸.۸,۲۷.۳,۰.۰
۲۰۰۶-۰۵-۳۱,۴۱.۵,۲۸.۳,۰.۰
۲۰۰۶-۰۶-۰۱,۴۱.۵,۲۵.۸,۱۰.۴
۲۰۰۶-۰۶-۰۲,۳۹.۰,۲۶.۰,۰.۰
۲۰۰۶-۰۶-۰۳,۴۰.۷,۲۶.۹,۰.۰
۲۰۰۶-۰۶-۰۴,۳۸.۰,۲۷.۳,۰.۰
۲۰۰۶-۰۶-۰۵,۳۹.۲,۲۴.۶,۳.۷
۲۰۰۶-۰۶-۰۶,۳۷.۰,۲۵.۶,۰.۰
۲۰۰۶-۰۶-۰۷,۴۰.۰,۲۶.۵,۰.۰
۲۰۰۶-۰۶-۰۸,۴۰.۰,۲۶.۳,۰.۰
۲۰۰۶-۰۶-۰۹,۴۰.۵,۲۶.۱,۰.۰
۲۰۰۶-۰۶-۱۰,۴۲.۴,۲۵.۱,۰.۰
۲۰۰۶-۰۶-۱۱,۴۲.۵,۲۵.۶,۰.۰
۲۰۰۶-۰۶-۱۲,۴۱.۰,۲۵.۷,۰.۰
۲۰۰۶-۰۶-۱۳,۳۹.۵,۲۸.۰,۰.۰
۲۰۰۶-۰۶-۱۴,۳۶.۵,۲۶.۰,۰.۰
۲۰۰۶-۰۶-۱۵,۳۸.۸,۲۷.۶,۰.۰
۲۰۰۶-۰۶-۱۶,۳۸.۵,۲۵.۰,۰.۰
۲۰۰۶-۰۶-۱۷,۳۴.۲,۲۱.۵,۴.۴
۲۰۰۶-۰۶-۱۸,۳۳.۸,۲۳.۳,۰.۰
۲۰۰۶-۰۶-۱۹,۳۶.۲,۲۰.۹,۵.۴
۲۰۰۶-۰۶-۲۰,۳۴.۵,۲۴.۱,۰.۰
۲۰۰۶-۰۶-۲۱,۳۷.۰,۲۵.۲,۰.۰
۲۰۰۶-۰۶-۲۲,۳۸.۸,۲۴.۲,۰.۰
۲۰۰۶-۰۶-۲۳,۴۰.۲,۲۳.۵,۰.۰
۲۰۰۶-۰۶-۲۴,۴۱.۲,۳۰.۸,۰.۰
۲۰۰۶-۰۶-۲۵,۴۲.۵,۳۱.۰,۰.۰
۲۰۰۶-۰۶-۲۶,۳۸.۵,۲۸.۸,۰.۰
۲۰۰۶-۰۶-۲۷,۳۹.۷,۳۰.۷,۰.۰
۲۰۰۶-۰۶-۲۸,۳۶.۰,۲۷.۲,۰.۰
۲۰۰۶-۰۶-۲۹,۳۷.۸,۲۸.۴,۰.۰
۲۰۰۶-۰۶-۳۰,۳۷.۴,۲۳.۶,۲۵.۴
۲۰۰۶-۰۷-۰۱,۳۵.۵,۲۶.۴,۰.۰
۲۰۰۶-۰۷-۰۲,۳۸.۵,۲۹.۹,۰.۰
۲۰۰۶-۰۷-۰۳,۴۱.۵,۳۰.۶,۰.۰
۲۰۰۶-۰۷-۰۴,۳۸.۰,۲۸.۵,۰.۰
۲۰۰۶-۰۷-۰۵,۴۰.۰,۳۱.۲,۰.۰
۲۰۰۶-۰۷-۰۶,۴۰.۶,۲۸.۶,۰.۰
۲۰۰۶-۰۷-۰۷,۳۹.۳,۳۱.۱,۰.۰
۲۰۰۶-۰۷-۰۸,۴۲.۰,۳۲.۷,۰.۰
۲۰۰۶-۰۷-۰۹,۳۹.۵,۳۱.۱,۰.۰
۲۰۰۶-۰۷-۱۰,۳۸.۳,۲۹.۲,۰.۰
۲۰۰۶-۰۷-۱۱,۳۶.۱,۲۹.۵,۰.۰
۲۰۰۶-۰۷-۱۲,۳۸.۰,۳۰.۷,۰.۰
۲۰۰۶-۰۷-۱۳,۳۶.۴,۲۶.۰,۳.۴
۲۰۰۶-۰۷-۱۴,۳۳.۷,۲۴.۴,۰.۰
۲۰۰۶-۰۷-۱۵,۳۳.۰,۲۵.۲,۰.۰
۲۰۰۶-۰۷-۱۶,۳۷.۳,۲۷.۳,۰.۰
۲۰۰۶-۰۷-۱۷,۳۸.۵,۲۸.۸,۰.۰
۲۰۰۶-۰۷-۱۸,۳۸.۸,۲۹.۸,۰.۰
۲۰۰۶-۰۷-۱۹,۳۹.۸,۲۹.۶,۰.۰
۲۰۰۶-۰۷-۲۰,۴۰.۰,۳۰.۳,۰.۰
۲۰۰۶-۰۷-۲۱,۳۹.۰,۲۹.۸,۰.۰
۲۰۰۶-۰۷-۲۲,۳۸.۸,۲۹.۶,۰.۰
۲۰۰۶-۰۷-۲۳,۳۸.۸,۳۰.۸,۰.۰
۲۰۰۶-۰۷-۲۴,۳۹.۶,۳۱.۲,۰.۰
۲۰۰۶-۰۷-۲۵,۳۷.۷,۲۹.۳,۰.۰
۲۰۰۶-۰۷-۲۶,۳۷.۵,۲۸.۸,۰.۰
۲۰۰۶-۰۷-۲۷,۳۷.۰,۲۸.۳,۰.۰
۲۰۰۶-۰۷-۲۸,۳۵.۰,۲۸.۵,۰.۰
۲۰۰۶-۰۷-۲۹,۳۵.۸,۲۸.۵,۰.۰
۲۰۰۶-۰۷-۳۰,۳۶.۲,۲۷.۲,۰.۱
۲۰۰۶-۰۷-۳۱,۳۶.۵,۲۸.۷,۰.۰
۲۰۰۶-۰۸-۰۱,۳۸.۴,۲۸.۱,۱.۶
۲۰۰۶-۰۸-۰۲,۳۷.۵,۲۹.۹,۰.۰
۲۰۰۶-۰۸-۰۳,۳۷.۴,۲۸.۵,۰.۰
۲۰۰۶-۰۸-۰۴,۳۷.۵,۲۷.۷,۶.۰
۲۰۰۶-۰۸-۰۵,۳۶.۵,۲۷.۰,۱۶.۰
۲۰۰۶-۰۸-۰۶,۲۹.۲,۲۴.۶,۱.۵
۲۰۰۶-۰۸-۰۷,۳۳.۴,۲۶.۲,۰.۰
۲۰۰۶-۰۸-۰۸,۳۳.۵,۲۵.۲,۰.۰
۲۰۰۶-۰۸-۰۹,۳۳.۰,۲۵.۹,۱.۶
۲۰۰۶-۰۸-۱۰,۳۵.۸,۲۷.۸,۰.۰
۲۰۰۶-۰۸-۱۱,۳۷.۳,۲۸.۰,۰.۰
۲۰۰۶-۰۸-۱۲,۳۸.۰,۲۸.۶,۰.۰
۲۰۰۶-۰۸-۱۳,۳۸.۰,۲۹.۵,۰.۰
۲۰۰۶-۰۸-۱۴,۳۷.۸,۲۹.۳,۰.۰
۲۰۰۶-۰۸-۱۵,۳۹.۲,۲۵.۶,۱۸.۴
۲۰۰۶-۰۸-۱۶,۳۶.۰,۲۷.۸,۰.۰
۲۰۰۶-۰۸-۱۷,۳۵.۰,۲۵.۵,۴.۰
۲۰۰۶-۰۸-۱۸,۳۶.۵,۲۷.۲,۰.۰
۲۰۰۶-۰۸-۱۹,۳۸.۷,۲۹.۵,۰.۰
۲۰۰۶-۰۸-۲۰,۳۷.۴,۲۸.۷,۰.۰
۲۰۰۶-۰۸-۲۱,۳۵.۷,۲۸.۱,۰.۰
۲۰۰۶-۰۸-۲۲,۳۶.۵,۲۸.۵,۰.۰
۲۰۰۶-۰۸-۲۳,۳۷.۵,۲۸.۸,۰.۰
۲۰۰۶-۰۸-۲۴,۳۶.۷,۲۸.۱,۰.۰
۲۰۰۶-۰۸-۲۵,۳۷.۸,۲۸.۹,۰.۰
۲۰۰۶-۰۸-۲۶,۳۷.۴,۲۸.۰,۰.۰
۲۰۰۶-۰۸-۲۷,۳۶.۲,۲۷.۹,۰.۰
۲۰۰۶-۰۸-۲۸,۳۵.۵,۲۵.۷,۱.۰
۲۰۰۶-۰۸-۲۹,۲۷.۳,۲۴.۰,۱۲.۰
۲۰۰۶-۰۸-۳۰,۳۴.۷,۲۵.۳,۰.۰
۲۰۰۶-۰۸-۳۱,۳۵.۹,۲۶.۵,۰.۰
۲۰۰۶-۰۹-۰۱,۳۴.۷,۲۴.۷,۰.۰
۲۰۰۶-۰۹-۰۲,۳۳.۰,۲۲.۳,۰.۹
۲۰۰۶-۰۹-۰۳,۳۰.۵,۲۲.۰,۰.۰
۲۰۰۶-۰۹-۰۴,۳۲.۲,۲۳.۸,۰.۰
۲۰۰۶-۰۹-۰۵,۳۵.۰,۲۴.۶,۰.۰
۲۰۰۶-۰۹-۰۶,۳۷.۰,۲۵.۶,۰.۰
۲۰۰۶-۰۹-۰۷,۳۶.۳,۲۵.۲,۰.۰
۲۰۰۶-۰۹-۰۸,۳۵.۷,۲۵.۹,
۲۰۰۶-۰۹-۰۹,۳۶.۸,۲۷.۲,۰.۰
۲۰۰۶-۰۹-۱۰,۳۶.۵,۲۶.۲,۰.۰
۲۰۰۶-۰۹-۱۱,۳۵.۶,۲۶.۸,۰.۰
۲۰۰۶-۰۹-۱۲,۳۵.۶,۲۶.۷,۰.۰
۲۰۰۶-۰۹-۱۳,۳۶.۴,۲۵.۸,۰.۰
۲۰۰۶-۰۹-۱۴,۳۴.۸,۲۶.۳,۰.۰
۲۰۰۶-۰۹-۱۵,۳۶.۰,۲۶.۲,۰.۰
۲۰۰۶-۰۹-۱۶,۳۶.۲,۲۶.۴,۰.۰
۲۰۰۶-۰۹-۱۷,۳۸.۰,۲۶.۳,۰.۰
۲۰۰۶-۰۹-۱۸,۳۷.۵,۲۶.۱,۰.۰
۲۰۰۶-۰۹-۱۹,۳۷.۶,۲۶.۳,۰.۰
۲۰۰۶-۰۹-۲۰,۳۷.۲,۲۶.۷,۰.۰
۲۰۰۶-۰۹-۲۱,۳۴.۴,۲۴.۳,۰.۶
۲۰۰۶-۰۹-۲۲,۳۵.۶,۲۵.۱,۰.۰
۲۰۰۶-۰۹-۲۳,۳۲.۲,۲۱.۴,۰.۰
۲۰۰۶-۰۹-۲۴,۳۴.۰,۲۲.۲,۰.۰
۲۰۰۶-۰۹-۲۵,۳۶.۰,۲۲.۰,۰.۰
۲۰۰۶-۰۹-۲۶,۳۶.۰,۲۳.۳,۰.۰
۲۰۰۶-۰۹-۲۷,۳۶.۰,۲۲.۲,۰.۰
۲۰۰۶-۰۹-۲۸,۳۶.۰,۲۳.۵,۰.۰
۲۰۰۶-۰۹-۲۹,۳۶.۲,۲۳.۳,۰.۰
۲۰۰۶-۰۹-۳۰,۳۶.۵,۲۳.۷,۰.۰
۲۰۰۶-۱۰-۰۱,۳۶.۵,۲۳.۵,۰.۰
۲۰۰۶-۱۰-۰۲,۳۶.۰,۲۲.۵,۰.۰
۲۰۰۶-۱۰-۰۳,۳۶.۶,۲۲.۲,۰.۰
۲۰۰۶-۱۰-۰۴,۳۷.۰,۲۱.۱,۰.۰
۲۰۰۶-۱۰-۰۵,۳۷.۵,۲۱.۱,۰.۰
۲۰۰۶-۱۰-۰۶,۳۷.۸,۲۰.۶,۰.۰
۲۰۰۶-۱۰-۰۷,۳۶.۳,۲۱.۷,۰.۰
۲۰۰۶-۱۰-۰۸,۳۵.۷,۲۲.۸,۰.۰
۲۰۰۶-۱۰-۰۹,۳۶.۷,۲۲.۲,۰.۰
۲۰۰۶-۱۰-۱۰,۳۵.۲,۲۲.۴,۰.۰
۲۰۰۶-۱۰-۱۱,۳۴.۵,۲۳.۳,۰.۰
۲۰۰۶-۱۰-۱۲,۳۴.۸,۲۴.۴,۰.۰
۲۰۰۶-۱۰-۱۳,۳۳.۲,۲۳.۹,۰.۰
۲۰۰۶-۱۰-۱۴,۳۱.۰,۱۸.۲,۶.۰
۲۰۰۶-۱۰-۱۵,۳۱.۸,۱۹.۰,۰.۰
۲۰۰۶-۱۰-۱۶,۳۲.۰,۱۸.۵,۰.۰
۲۰۰۶-۱۰-۱۷,۳۱.۷,۱۹.۹,۰.۰
۲۰۰۶-۱۰-۱۸,۳۳.۴,۲۲.۰,۰.۰
۲۰۰۶-۱۰-۱۹,۳۲.۸,۲۱.۷,۰.۰
۲۰۰۶-۱۰-۲۰,۳۳.۵,۱۶.۳,۰.۰
۲۰۰۶-۱۰-۲۱,۲۶.۵,۱۶.۱,۰.۰
۲۰۰۶-۱۰-۲۲,۲۷.۵,۱۶.۷,۰.۰
۲۰۰۶-۱۰-۲۳,۲۹.۰,۱۷.۲,۰.۰
۲۰۰۶-۱۰-۲۴,۲۸.۵,۱۶.۳,۰.۰
۲۰۰۶-۱۰-۲۵,۲۹.۲,۱۷.۱,۰.۰
۲۰۰۶-۱۰-۲۶,۳۱.۰,۱۶.۹,۱.۰
۲۰۰۶-۱۰-۲۷,۳۱.۵,۱۷.۰,۰.۰
۲۰۰۶-۱۰-۲۸,۳۱.۵,۱۸.۳,۰.۰
۲۰۰۶-۱۰-۲۹,۳۲.۰,۱۸.۶,۰.۰
۲۰۰۶-۱۰-۳۰,۳۲.۰,۱۸.۳,۰.۰
۲۰۰۶-۱۰-۳۱,۳۱.۷,۱۷.۹,۰.۰
۲۰۰۶-۱۱-۰۱,۳۱.۰,۱۶.۳,۰.۰
۲۰۰۶-۱۱-۰۲,۳۰.۵,۱۷.۳,۰.۰
۲۰۰۶-۱۱-۰۳,۳۰.۰,۱۷.۷,۰.۰
۲۰۰۶-۱۱-۰۴,۳۱.۰,۱۶.۵,۰.۰
۲۰۰۶-۱۱-۰۵,۳۰.۰,۱۶.۲,۰.۰
۲۰۰۶-۱۱-۰۶,۳۱.۰,۱۶.۹,۰.۰
۲۰۰۶-۱۱-۰۷,۲۹.۳,۱۶.۸,۰.۰
۲۰۰۶-۱۱-۰۸,۲۸.۵,۱۶.۹,۰.۰
۲۰۰۶-۱۱-۰۹,۲۹.۵,۱۶.۵,۰.۰
۲۰۰۶-۱۱-۱۰,۲۹.۵,۱۵.۸,۰.۰
۲۰۰۶-۱۱-۱۱,۲۷.۰,۱۵.۷,۰.۰
۲۰۰۶-۱۱-۱۲,۲۶.۵,۱۵.۶,۰.۰
۲۰۰۶-۱۱-۱۳,۲۶.۰,۱۵.۶,۰.۰
۲۰۰۶-۱۱-۱۴,۲۵.۷,۱۳.۶,۰.۰
۲۰۰۶-۱۱-۱۵,۲۹.۳,۱۳.۸,۰.۰
۲۰۰۶-۱۱-۱۶,۲۰.۳,۱۲.۹,۰.۸
۲۰۰۶-۱۱-۱۷,۲۴.۰,۱۲.۸,۰.۰
۲۰۰۶-۱۱-۱۸,۱۷.۶,۱۴.۹,۱۰.۱
۲۰۰۶-۱۱-۱۹,۲۱.۵,۱۳.۳,۰.۰
۲۰۰۶-۱۱-۲۰,۲۵.۰,۱۱.۹,۰.۰
۲۰۰۶-۱۱-۲۱,۲۶.۵,۱۲.۳,۰.۰
۲۰۰۶-۱۱-۲۲,۲۴.۸,۱۳.۹,۰.۰
۲۰۰۶-۱۱-۲۳,۲۳.۷,۱۰.۹,۰.۰
۲۰۰۶-۱۱-۲۴,۲۴.۴,۸.۶,۰.۰
۲۰۰۶-۱۱-۲۵,۲۵.۵,۷.۲,۰.۰
۲۰۰۶-۱۱-۲۶,۲۵.۲,۷.۲,۰.۰
۲۰۰۶-۱۱-۲۷,۲۵.۰,۸.۹,۰.۰
۲۰۰۶-۱۱-۲۸,۲۳.۵,۹.۳,۰.۰
۲۰۰۶-۱۱-۲۹,۲۳.۲,۹.۳,۰.۰
۲۰۰۶-۱۱-۳۰,۲۱.۶,۹.۴,۰.۰
۲۰۰۶-۱۲-۰۱,۲۴.۸,۷.۷,۰.۰
۲۰۰۶-۱۲-۰۲,۲۴.۷,۷.۶,۰.۰
۲۰۰۶-۱۲-۰۳,۲۳.۰,۸.۹,
۲۰۰۶-۱۲-۰۴,۱۵.۶,۱۲.۸,۰.۰
۲۰۰۶-۱۲-۰۵,۱۷.۳,۱۲.۹,۰.۰
۲۰۰۶-۱۲-۰۶,۱۹.۰,۵.۸,۰.۰
۲۰۰۶-۱۲-۰۷,۱۸.۵,۵.۰,۰.۰
۲۰۰۶-۱۲-۰۸,۲۰.۰,۵.۱,۰.۰
۲۰۰۶-۱۲-۰۹,۱۹.۵,۵.۷,۰.۰
